data_number,chemical_formula,tc_kelvin,quality_tier,quality_score,quality_badges
100772,C13La1,4.8,tier1_strict,4,"Tier1, StableFormula"
100773,C1.3La1,8.3,tier1_strict,4,"Tier1, StableFormula"
100775,C1.58La1,9.6,tier1_strict,4,"Tier1, StableFormula"
100776,C2La1,1.44,tier1_strict,4,"Tier1, StableFormula"
100779,C1Ir2W3,2.1,tier1_strict,4,"Tier1, StableFormula"
100782,C0.69Mo1,12.1,tier1_strict,4,"Tier1, StableFormula"
100786,C1Mo1,10.843333333333334,tier1_strict,4,"Tier1, StableFormula"
100790,C2Lu1,3.33,tier1_strict,4,"Tier1, StableFormula"
100793,C0.5Mo0.17Zr0.42,9.5,tier1_strict,4,"Tier1, StableFormula"
100794,C1.45Mo0.1Y0.9,13.8,tier1_strict,4,"Tier1, StableFormula"
100795,C1Mo0.83Ti0.17,10.2,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100796,C1Mo0.85Ta0.15,8.9,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100797,C0.6Mo4.8Si0.3,7.6,tier1_strict,4,"Tier1, StableFormula"
100798,C1Mo0.9Ru0.1,13.6,tier1_strict,4,"Tier1, StableFormula"
100800,C1Mo0.9Re0.1,13.8,tier1_strict,4,"Tier1, StableFormula"
100801,C2Mo1Re1,3.8,tier1_strict,4,"Tier1, StableFormula"
100802,C1Mo3Pt2,1.1,tier1_strict,4,"Tier1, StableFormula"
100803,C0.4Mo0.6,10.1,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100804,C0.42Mo1,2.8,tier1_strict,4,"Tier1, StableFormula"
100806,C1Nb2,9.1,tier1_strict,4,"Tier1, StableFormula"
100808,C0.98Nb1,11.72,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100811,C0.2N0.8Nb0.8V0.2,5.5,tier1_strict,4,"Tier1, StableFormula"
100812,C0.25N0.75Nb0.85Ti0.15,17.8,tier1_strict,4,"Tier1, StableFormula"
100814,C0.026N0.974Nb1,17.2,tier1_strict,4,"Tier1, StableFormula"
100815,C1N1Nb1,17.3,tier1_strict,4,"Tier1, StableFormula"
100816,C0.35N0.65Nb1,17.8,tier1_strict,4,"Tier1, StableFormula"
100817,C2Pt1U2,1.47,tier1_strict,4,"Tier1, StableFormula"
100819,C0.6Pd1,1.3,tier1_strict,4,"Tier1, StableFormula"
100821,C1Os2W3,2.9,tier1_strict,4,"Tier1, StableFormula"
100825,C1.35Nb0.1Y0.9,10.8,tier1_strict,4,"Tier1, StableFormula"
100827,C1Nb0.4Ta0.6,5.005,tier1_strict,4,"Tier1, StableFormula"
100830,C1Ru1,2.02,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100832,C1Rh1,2.5,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100836,C2Re1W1,3.8,tier1_strict,4,"Tier1, StableFormula"
100840,C1Pt2W3,1.2,tier1_strict,4,"Tier1, StableFormula"
100843,C1.35Sn0.1Y0.9,10.2,tier1_strict,4,"Tier1, StableFormula"
100845,C1.35Si0.1Y0.9,11.3,tier1_strict,4,"Tier1, StableFormula"
100848,C3Sc1.4Th0.6,5.4,tier1_strict,4,"Tier1, StableFormula"
100852,C1.35Ru0.1Y0.9,11.2,tier1_strict,4,"Tier1, StableFormula"
100853,C1.55Th0.3Y0.7,17.0,tier1_strict,4,"Tier1, StableFormula"
100854,C1.45Th1,4.1,tier1_strict,4,"Tier1, StableFormula"
100856,C1Tc1,3.85,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100859,C1Ta0.5W0.5,10.1,tier1_strict,4,"Tier1, StableFormula"
100860,C1Ta0.45W0.55,10.5,tier1_strict,4,"Tier1, StableFormula"
100861,C1Ta0.4Ti0.6,4.8,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100863,C1Ta2,3.26,tier1_strict,4,"Tier1, StableFormula"
100870,C1.35Ti0.1Y0.9,10.7,tier1_strict,4,"Tier1, StableFormula"
100871,C1.5Ti0.3Y0.7,12.9,tier1_strict,4,"Tier1, StableFormula"
100882,C0.46W0.54,9.0,tier1_strict,4,"Tier1, StableFormula"
100883,C0.55W0.45,8.1,tier1_strict,4,"Tier1, StableFormula"
100884,C0.5W0.5,10.0,tier1_strict,4,"Tier1, StableFormula"
100886,C1.45V0.1Y0.9,11.5,tier1_strict,4,"Tier1, StableFormula"
100894,C1.45Y0.9Zn0.1,13.0,tier1_strict,4,"Tier1, StableFormula"
100895,C1.45Y1,11.5,tier1_strict,4,"Tier1, StableFormula"
100900,C1.55W0.1Y0.9,14.5,tier1_strict,4,"Tier1, StableFormula"
100903,Ca1Tl3,2.04,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100904,Ca1Si2,4.615,tier1_strict,4,"Tier1, StableFormula"
100909,Ca1Hg5,1.7,tier1_strict,4,"Tier1, StableFormula"
100910,Ca1Hg3,1.6,tier1_strict,4,"Tier1, StableFormula"
100911,Ca1Hg1,1.6,tier1_strict,4,"Tier1, StableFormula"
100913,Cd0.86Mg0.14,0.145,tier1_strict,4,"Tier1, StableFormula"
100914,Cd0.9Mg0.1,0.138,tier1_strict,4,"Tier1, StableFormula"
100915,Cd0.96Mg0.04,0.24,tier1_strict,4,"Tier1, StableFormula"
100917,Cd0.1In0.9La3,9.55,tier1_strict,4,"Tier1, StableFormula"
100918,Cd0.97Hg0.03,0.53,tier1_strict,4,"Tier1, StableFormula"
100919,Cd1Hg1,1.96,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100920,Cd0.9Ge0.1,1.7,tier1_strict,4,"Tier1, StableFormula"
100921,Cd0.06Cu0.94Se2,1.3,tier1_strict,4,"Tier1, StableFormula"
100922,Cd0.04Cu0.96S2,1.3,tier1_strict,4,"Tier1, StableFormula"
100925,Cd0.1Pd0.9,6.92,tier1_strict,4,"Tier1, StableFormula"
100929,Cd1Mo5S6,2.86,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100933,Cd0.6Mg0.4,0.016,tier1_strict,4,"Tier1, StableFormula"
100934,Cd0.7Mg0.3,0.105,tier1_strict,4,"Tier1, StableFormula"
100935,Cd0.75Mg0.25,0.16,tier1_strict,4,"Tier1, StableFormula"
100936,Cd0.8Mg0.2,0.185,tier1_strict,4,"Tier1, StableFormula"
100940,Cd0.2Zn0.8,0.628,tier1_strict,4,"Tier1, StableFormula"
100941,Cd0.002Zn0.998,0.78,tier1_strict,4,"Tier1, StableFormula"
100942,Cd0.02Zn0.98,0.675,tier1_strict,4,"Tier1, StableFormula"
100944,Cd0.1Tl0.9,3.5,tier1_strict,4,"Tier1, StableFormula"
100945,Cd0.17Tl0.83,2.3,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100946,Cd0.18Sn0.72,3.65,tier1_strict,4,"Tier1, StableFormula"
100948,Cd0.18Pb0.32Sn0.5,7.5,tier1_strict,4,"Tier1, StableFormula"
100949,Ce1Ir3,3.37,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100956,Ce1Co1.67Rh0.33,0.47,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100958,Ce1Co1.67Ni0.33,0.46,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
100959,Ce1Co2,1.058,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100960,Ce1,1.7,tier1_strict,4,"Tier1, StableFormula"
100961,Ce1Pt0.1Ru1.9,4.08,tier1_strict,4,"Tier1, StableFormula"
100970,Ce0.16La0.84,8.7,tier1_strict,4,"Tier1, StableFormula"
100972,Ce1Ir5,1.82,tier1_strict,4,"Tier1, StableFormula"
100975,Ce0.8Tb0.2Ru2,2.56,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100977,Ce0.12Si1V2.88,15.32,tier1_strict,4,"Tier1, StableFormula"
100982,Ce1Ru2Sc1,6.2,tier1_strict,4,"Tier1, StableFormula"
100984,Ce1Pt0.2Ru1.8,3.4,tier1_strict,4,"Tier1, StableFormula"
100986,Co1La3,4.226666666666667,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
100987,Co0.004Ir0.996,0.046,tier1_strict,4,"Tier1, StableFormula"
100988,Co0.03In0.97,3.95,tier1_strict,4,"Tier1, StableFormula"
100989,Co1Hf2,0.56,tier1_strict,4,"Tier1, StableFormula"
100993,Co0.5Fe0.5U6,3.0,tier1_strict,4,"Tier1, StableFormula"
100994,Co0.5Fe0.5Ti1,3.3,tier1_strict,4,"Tier1, StableFormula"
100995,Co0.02Cu0.98Rh2Si4,3.8,tier1_strict,4,"Tier1, StableFormula"
100997,Co0.5Ni0.5Zr2,3.155,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101003,Co0.96Mo0.04U6,1.5,tier1_strict,4,"Tier1, StableFormula"
101004,Co0.002Mo0.815Re0.185,5.8,tier1_strict,4,"Tier1, StableFormula"
101005,Co0.5Mn0.5U6,2.55,tier1_strict,4,"Tier1, StableFormula"
101006,Co0.92Mn0.08U6,2.2,tier1_strict,4,"Tier1, StableFormula"
101011,Co0.6Rh0.4Zr2,8.0,tier1_strict,4,"Tier1, StableFormula"
101015,Co0.94Rh0.06U6,2.0,tier1_strict,4,"Tier1, StableFormula"
101016,Co0.05Rh0.04Ti0.91,4.0,tier1_strict,4,"Tier1, StableFormula"
101017,Co0.5Rh0.5Si2,2.25,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101020,Co0.85Ni0.15Zr2,6.0,tier1_strict,4,"Tier1, StableFormula"
101021,Co1Ti1,0.71,tier1_strict,4,"Tier1, StableFormula"
101022,Co3Th7,1.815,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101023,Co1Ta1.75Zr0.25,0.95,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101024,Co1Ta2,0.82,tier1_strict,4,"Tier1, StableFormula"
101025,Co0.02Sn0.98Ta3,4.0,tier1_strict,4,"Tier1, StableFormula"
101028,Co1Si2,1.3066666666666666,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101030,Co1Sc0.125Zr1.875,2.89,tier1_strict,4,"Tier1, StableFormula"
101036,Co0.28Y0.72,0.34,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101037,Co1Y3,0.34,tier1_strict,4,"Tier1, StableFormula"
101042,Co1U1,1.7,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101044,Co1Ti2,3.44,tier1_strict,4,"Tier1, StableFormula"
101050,Cr0.2Fe0.8U6,3.3,tier1_strict,4,"Tier1, StableFormula"
101051,Cr0.008Cu1Rh1.992S4,3.9,tier1_strict,4,"Tier1, StableFormula"
101052,Cr1,3.1,tier1_strict,4,"Tier1, StableFormula"
101054,Co0.1Zr0.9,3.9,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101055,Co1Zr3,3.9,tier1_strict,4,"Tier1, StableFormula"
101057,Cr0.72Os0.28,3.906,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101058,Cr0.67Os0.33,1.03,tier1_strict,4,"Tier1, StableFormula"
101060,Cr0.8Os0.2,2.5,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101062,Cr0.071Nb0.929,6.95,tier1_strict,4,"Tier1, StableFormula"
101066,Cr0.835Ir0.165,0.77,tier1_strict,4,"Tier1, StableFormula"
101067,Cr0.82Ir0.18,0.75,tier1_strict,4,"Tier1, StableFormula"
101068,Cr3Ir1,0.256,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101069,Cr0.72Ru0.28,3.468,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101070,Cr0.05Rh0.04Ti0.91,3.75,tier1_strict,4,"Tier1, StableFormula"
101073,Cr0.75Rh0.25,0.072,tier1_strict,4,"Tier1, StableFormula"
101074,Cr0.38Re0.62,4.1,tier1_strict,4,"Tier1, StableFormula"
101081,Cr0.025Ti0.975,3.5,tier1_strict,4,"Tier1, StableFormula"
101082,Cr1Ti3,3.7,tier1_strict,4,"Tier1, StableFormula"
101089,Cr0.03Sc0.97,3.1,tier1_strict,4,"Tier1, StableFormula"
101093,Cs0.3Mo1S2,6.725,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101098,Cr0.099V0.901,3.3,tier1_strict,4,"Tier1, StableFormula"
101099,Cr0.1V0.9,2.732,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101100,Cr0.017U0.983,0.75,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101103,Cr0.1Ti0.3V0.6,5.599999999999999,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101104,Cr0.011Ti0.967V0.022,3.6,tier1_strict,4,"Tier1, StableFormula"
101109,Cu0.3La0.7,3.5,tier1_strict,4,"Tier1, StableFormula"
101111,Cu4K1S3,1.4,tier1_strict,4,"Tier1, StableFormula"
101112,Cu0.5Ge0.5,3.3,tier1_strict,4,"Tier1, StableFormula"
101116,Cs0.32O3W1,1.12,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101117,Cu0.1Pb0.9,6.5,tier1_strict,4,"Tier1, StableFormula"
101123,Cu3Na2S3,0.3,tier1_strict,4,"Tier1, StableFormula"
101125,Cu1Mo4S5,11.0,tier1_strict,4,"Tier1, StableFormula"
101126,Cu1Mo3S4,10.884,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101128,Cu1.5Mo4.5S6,10.9,tier1_strict,4,"Tier1, StableFormula"
101131,Cu1S4V2,4.45,tier1_strict,4,"Tier1, StableFormula"
101133,Cu1S1Se1,1.5625,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101135,Cu1S1,1.606666666666667,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101136,Cu1S2,1.5325,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101137,Cu0.05Rh0.04Ti0.91,2.5,tier1_strict,4,"Tier1, StableFormula"
101138,Cu1Rh1.95Se4Sn0.05,2.7,tier1_strict,4,"Tier1, StableFormula"
101139,Cu1Rh2Se4,3.47,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101140,Cu1Rh2S4,4.745,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101141,Cu0.95Se2Zn0.05,2.45,tier1_strict,4,"Tier1, StableFormula"
101142,Cu1Se1Te1,1.8,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101143,Cu1Se2,2.22375,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101146,Cu0.81Sb0.19,0.07,tier1_strict,4,"Tier1, StableFormula"
101147,Cu0.786Sb0.214,0.047,tier1_strict,4,"Tier1, StableFormula"
101148,Cu0.844Sb0.156,0.067,tier1_strict,4,"Tier1, StableFormula"
101149,Cu0.845Sb0.155,0.184,tier1_strict,4,"Tier1, StableFormula"
101150,Cu2Sb1,0.085,tier1_strict,4,"Tier1, StableFormula"
101151,Cu3Sb1,0.9205,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101153,Cu0.14Sn0.86,6.62,tier1_strict,4,"Tier1, StableFormula"
101154,Cu0.1Sn0.9,6.8,tier1_strict,4,"Tier1, StableFormula"
101162,Cu0.86Si0.14,0.054,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101165,D0.11Nb1D0.13Nb1,9.12,tier1_strict,4,"Tier1, StableFormula"
101166,D0.018Nb0.982,9.23,tier1_strict,4,"Tier1, StableFormula"
101173,Cu1Th2,3.465,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101175,Cu1Te2,1.3,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101177,Fe0.008La0.992,4.85,tier1_strict,4,"Tier1, StableFormula"
101178,Ir1,0.0913333333333333,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101182,Eu0.012La0.988,2.15,tier1_strict,4,"Tier1, StableFormula"
101185,Er0.01La0.99,5.305,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101187,Dy0.01La0.99,3.77,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101188,D3.61Th1,8.35,tier1_strict,4,"Tier1, StableFormula"
101191,Fe0.05Ni0.05Zr0.9,3.9,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101192,Fe0.75Ni0.25U6,1.4,tier1_strict,4,"Tier1, StableFormula"
101193,Fe0.25Ni0.75U6,3.0,tier1_strict,4,"Tier1, StableFormula"
101194,Fe0.5Ni0.5U6,2.1,tier1_strict,4,"Tier1, StableFormula"
101195,Fe0.03Nb0.25Ti0.72,8.5,tier1_strict,4,"Tier1, StableFormula"
101196,Fe0.04Nb0.1Ti0.86,7.4,tier1_strict,4,"Tier1, StableFormula"
101197,Fe0.08Nb0.05Ti0.87,4.7,tier1_strict,4,"Tier1, StableFormula"
101198,Fe0.5Mn0.5U6,2.8,tier1_strict,4,"Tier1, StableFormula"
101199,Fe0.01La0.001Rh0.99,0.75,tier1_strict,4,"Tier1, StableFormula"
101200,Fe0.01La0.01Rh0.98,0.75,tier1_strict,4,"Tier1, StableFormula"
101205,Fe0.02Sc0.05Zr0.93,0.35,tier1_strict,4,"Tier1, StableFormula"
101210,Fe0.05Rh0.04Ti0.91,3.9,tier1_strict,4,"Tier1, StableFormula"
101218,Fe0.1Zr0.9,1.0,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101219,Fe1Zr2,0.17,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101223,Fe3Th7,1.9775,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101227,Ga3Lu1,2.2666666666666666,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101228,Ga1La3,5.82,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101231,Ga0.8In0.2V3,12.7,tier1_strict,4,"Tier1, StableFormula"
101232,Ga0.3In0.7La3,9.25,tier1_strict,4,"Tier1, StableFormula"
101233,Ga1Hf2,0.21,tier1_strict,4,"Tier1, StableFormula"
101234,Ga0.8Ge0.2V3,13.6,tier1_strict,4,"Tier1, StableFormula"
101235,Ga0.1Ge0.9,5.3,tier1_strict,4,"Tier1, StableFormula"
101237,Ga0.4Nb0.6,20.3,tier1_strict,4,"Tier1, StableFormula"
101239,Ga1Nb3,16.599999999999998,tier2_standard,3,"Tier2, StableFormula"
101241,Ga3Nb5,1.35,tier1_strict,4,"Tier1, StableFormula"
101243,Ga1N1,5.85,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101244,Ga0.5Mo5S6Sn1,13.3,tier1_strict,4,"Tier1, StableFormula"
101245,Ga1Mo3,0.76,tier1_strict,4,"Tier1, StableFormula"
101246,Ga2Mo1,9.5,tier1_strict,4,"Tier1, StableFormula"
101247,Ga4Mo1,8.593333333333334,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101253,Ga1Pt1,1.74,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101254,Ga2Pt1,1.9,tier1_strict,4,"Tier1, StableFormula"
101255,Ga7Pt3,2.9,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101256,Ga0.1Pb0.9,6.33,tier1_strict,4,"Tier1, StableFormula"
101257,Ga1Nb2.4V0.6,12.5,tier1_strict,4,"Tier1, StableFormula"
101258,Ga0.15Nb3Sn0.7Tl0.15,18.14,tier1_strict,4,"Tier1, StableFormula"
101259,Ga0.15Nb3Sb0.15Sn0.7,16.89,tier1_strict,4,"Tier1, StableFormula"
101260,Ga0.15Nb3Pb0.15Sn0.7,18.11,tier1_strict,4,"Tier1, StableFormula"
101262,Ga0.71V0.29,4.2,tier1_strict,4,"Tier1, StableFormula"
101264,Ga1V3,14.905454545454546,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101274,Gd0.005La0.995,3.7,tier1_strict,4,"Tier1, StableFormula"
101275,Gd0.01La0.99,0.61,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101277,Ga1Zr2,0.38,tier1_strict,4,"Tier1, StableFormula"
101280,Ga2Y1,1.68,tier1_strict,4,"Tier1, StableFormula"
101283,Ga1V1,16.45,tier1_strict,4,"Tier1, StableFormula"
101285,Ge1Ir1,4.7,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101286,Ge7Ir3,0.87,tier1_strict,4,"Tier1, StableFormula"
101287,Ge0.1In0.9,6.2,tier1_strict,4,"Tier1, StableFormula"
101294,Gd0.002Th0.998,0.714,tier1_strict,4,"Tier1, StableFormula"
101295,Gd0.001Th0.999,1.11,tier1_strict,4,"Tier1, StableFormula"
101296,Gd0.2Mo6Pb1S8,14.3,tier1_strict,4,"Tier1, StableFormula"
101298,Ge1Nb2,1.9,tier1_strict,4,"Tier1, StableFormula"
101304,Ge0.23Mo0.77,2.16,tier1_strict,4,"Tier1, StableFormula"
101305,Ge1Mo3,2.0826666666666664,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101314,Ge0.15Nb3Sn0.85,17.8,tier1_strict,4,"Tier1, StableFormula"
101315,Ge0.15Nb3Pb0.15Sn0.7,17.82,tier1_strict,4,"Tier1, StableFormula"
101318,Ge0.72Nb3.28,5.5,tier1_strict,4,"Tier1, StableFormula"
101319,Ge0.55Nb3.45,4.9,tier1_strict,4,"Tier1, StableFormula"
101320,Ge0.22Nb1,5.3,tier1_strict,4,"Tier1, StableFormula"
101323,Ge0.1Si0.9V3,14.4,tier1_strict,4,"Tier1, StableFormula"
101324,Ge2Sc1,1.3,tier1_strict,4,"Tier1, StableFormula"
101325,Ge0.3Sb0.7,3.3,tier1_strict,4,"Tier1, StableFormula"
101328,Ge3Rh5,2.12,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101329,Ge1Rh1,0.96,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101330,Ge0.5Pt0.5,1.4,tier1_strict,4,"Tier1, StableFormula"
101331,Ge1Pt1,0.4,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101332,Ge0.6Pd0.4,3.1,tier1_strict,4,"Tier1, StableFormula"
101333,Ge1V3,6.733333333333333,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101343,Ge1Ta3,8.0,tier1_strict,4,"Tier1, StableFormula"
101346,H0.33Nb0.67,7.28,tier1_strict,4,"Tier1, StableFormula"
101347,H1.33N0.33O3W1,3.2,tier1_strict,4,"Tier1, StableFormula"
101354,Ge1.62Y1,2.4,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101356,Ge2Y1,3.8,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101364,H0.11S2Ta1,4.2,tier1_strict,4,"Tier1, StableFormula"
101366,H0.81Pd1,1.855,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101367,H0.87Pd1,3.625,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101368,H0.94Pd1,6.6,tier1_strict,4,"Tier1, StableFormula"
101370,Hf0.5Nb0.5,8.905000000000001,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101371,Hf0.33Nb0.67,17.0,tier1_strict,4,"Tier1, StableFormula"
101372,Hf0.15Nb0.85,9.85,tier1_strict,4,"Tier1, StableFormula"
101374,Hf1N1,8.83,tier1_strict,4,"Tier1, StableFormula"
101376,Hf1Mo2,0.2522,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101379,Hf0.9Mo0.1,2.5,tier1_strict,4,"Tier1, StableFormula"
101380,H15Th4,7.883333333333333,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101381,Hf0.875Re0.125,1.7,tier1_strict,4,"Tier1, StableFormula"
101382,Hf1Os2,2.41,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101385,Hf2Ni1,0.87,tier1_strict,4,"Tier1, StableFormula"
101388,Hf0.36Nb0.62Zr0.02,7.75,tier1_strict,4,"Tier1, StableFormula"
101390,Hf0.33Nb0.33V0.33,6.6,tier1_strict,4,"Tier1, StableFormula"
101398,Hf0.05Rh0.04Ti0.91,1.7,tier1_strict,4,"Tier1, StableFormula"
101399,Hf2Rh1,1.72,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101400,Hf1Rh1,1.73,tier1_strict,4,"Tier1, StableFormula"
101401,Hf0.025Re0.975,7.3,tier1_strict,4,"Tier1, StableFormula"
101402,Hf0.14Re0.86,5.84,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101403,Hf1Re2,5.1025,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101406,Hg1In1,3.81,tier1_strict,4,"Tier1, StableFormula"
101409,Hf0.99Zr0.01,0.37,tier1_strict,4,"Tier1, StableFormula"
101411,Hf0.5V2Zr0.5,10.1,tier1_strict,4,"Tier1, StableFormula"
101412,Hf0.6V2Zr0.4,9.9,tier1_strict,4,"Tier1, StableFormula"
101413,Hf1V2.3,9.2,tier1_strict,4,"Tier1, StableFormula"
101415,Hf1Tc2,5.6,tier1_strict,4,"Tier1, StableFormula"
101416,Hf0.2Ta0.8,6.686666666666667,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101418,Hg3Mg1,0.48,tier1_strict,4,"Tier1, StableFormula"
101419,Hg1Mg1,0.935,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101421,Hg2Mg1,4.0,tier1_strict,4,"Tier1, StableFormula"
101429,Hg1Sn1,4.2,tier1_strict,4,"Tier1, StableFormula"
101440,Hg1Mg3,0.16,tier1_strict,4,"Tier1, StableFormula"
101441,In0.5La3Tl0.5,8.9,tier1_strict,4,"Tier1, StableFormula"
101442,In0.8La3Sn0.2,7.8,tier1_strict,4,"Tier1, StableFormula"
101445,In3La1,0.7,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101449,Hg3Zr1,3.28,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101453,In0.11O3W1,2.025,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101454,In0.5Nb3Zr0.5,6.4,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101455,In0.15Nb3Sb0.15Sn0.7,16.09,tier1_strict,4,"Tier1, StableFormula"
101456,In0.15Nb3Sn0.85,18.26,tier1_strict,4,"Tier1, StableFormula"
101458,In1Nb3,6.533333333333334,tier1_strict,4,"Tier1, StableFormula"
101460,In0.488Na0.025Pb0.488,6.0,tier1_strict,4,"Tier1, StableFormula"
101462,In1N1,1.975,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101464,In3Lu1,0.24,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101467,In0.97Pd0.03,4.45,tier1_strict,4,"Tier1, StableFormula"
101468,In1Pd1,0.7,tier1_strict,4,"Tier1, StableFormula"
101470,In0.1Pb0.9,6.8,tier1_strict,4,"Tier1, StableFormula"
101471,In0.087Pb0.913,7.035,tier1_strict,4,"Tier1, StableFormula"
101473,In0.6Pb0.4,6.28,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101474,In0.913Pb0.087,4.2,tier2_standard,5,"Tier2, StableFormula, ReliableMeasurement"
101475,In0.961Pb0.039,3.64,tier1_strict,4,"Tier1, StableFormula"
101476,In0.955Pb0.045,3.69,tier1_strict,4,"Tier1, StableFormula"
101477,In0.88Sn0.12,5.03,tier1_strict,4,"Tier1, StableFormula"
101478,In0.7Sn0.3,7.3,tier1_strict,4,"Tier1, StableFormula"
101479,In0.5Sn0.5,7.175000000000001,tier1_strict,6,"Tier1, StableFormula, ReliableMeasurement"
101480,In0.75Sn0.25,5.95,tier1_strict,4,"Tier1, StableFormula"
